"CODUSU";"TRIM";"ANO4";"AGLOMERADO";"NRO_HOGAR";"PROVINCIA";"ITF";"IPCF";"REALIZADA";"PONDIH";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"PONDERA"
"TQRMNOTWTHJOKRCDEKKGD00622645";3;2020;54;1;62;93000;31000;1;293;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;1;1;;4;1;1;1;;1;1;1;3;2;2;2;1;0;2;0;0;0;214
"TQRMNOPQRHJMLRCDEKKGD00622648";3;2020;54;1;62;170000;42500;1;464;5;2;2;0;1;1;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;348
"TQRMNOQUUHJMLRCDEKKGD00622650";3;2020;54;1;62;32000;32000;1;248;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;97;0;98;0;0;0;235
"TQRMNOQWVHJMKOCDEKKGD00622651";3;2020;54;1;62;0;0;1;523;4;4;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;513
"TQRMNORYUHJKKMCDEKKGD00622655";3;2020;54;1;62;30000;10000;1;586;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;0;98;0;0;0;474
"TQRMNOSVQHJKKMCDEKKGD00622656";3;2020;54;1;62;67000;16750;1;690;4;3;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;2;0;98;0;0;0;527
"TQRMNOPRYHJLKPCDEKKGD00622657";3;2020;54;1;62;60000;30000;1;709;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;699
"TQRMNOSRRHJLKPCDEKKGD00622659";3;2020;54;1;62;15000;3000;1;1677;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;1570
"TQRMNOQQWHJKKNCDEKKGD00622663";3;2020;54;1;62;97500;32500;1;244;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;200
"TQRMNOPPSHJLKTCDEKKGD00622665";3;2020;54;1;62;0;0;1;0;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;1;;2;1;;5;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;241
"TQRMNOPWQHJLKTCDEKKGD00622666";3;2020;54;1;62;26000;13000;1;152;4;1;2;0;2;2;2;0;0;0;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;123
"TQRMNOQSTHJLKUCDEKKGD00622668";3;2020;54;1;62;28500;28500;1;202;2;1;2;0;2;2;2;0;0;0;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;2;2;;4;1;1;1;;1;1;2;3;2;2;2;1;0;98;0;0;0;192
"TQRMNOQSWHJLKUCDEKKGD00622669";3;2020;54;1;62;36000;12000;1;328;1;1;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;0;3;1;;1;1;;4;1;1;1;;1;1;2;2;2;2;2;1;0;98;0;0;0;234
"TQRMNOQYYHJOKSCDEKKGD00622671";3;2020;54;1;62;23000;"7666,67";1;179;2;1;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;2;3;0;0;190
"TQRMNOTQPHJOKSCDEKKGD00622672";3;2020;54;1;62;103000;51500;1;143;5;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;130
"TQRMNOQPPHJOKTCDEKKGD00622674";3;2020;54;1;62;40000;40000;1;171;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;163
"TQRMNOQPTHJOKTCDEKKGD00622675";3;2020;54;1;62;50000;50000;1;149;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;145
"TQRMNORSQHJOKTCDEKKGD00622676";3;2020;54;1;62;35000;35000;1;143;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;145
"TQRMNOPYUHJMLUCDEKKGD00622678";3;2020;54;1;62;257500;64375;1;234;5;3;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;194
"TQRMNOPYXHJMLUCDEKKGD00622679";3;2020;54;1;62;32000;32000;1;145;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;135
"TQRMNOPRYHJOKMCDEKKGD00622681";3;2020;54;1;62;0;0;1;0;4;1;2;0;1;2;2;2;0;2;0;1;;2;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;4;2;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;129
"TQRMNOPPXHJNKQCDEKKGD00622684";3;2020;54;1;62;30000;30000;1;461;1;1;2;0;1;2;2;1;1;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;3;;1;2;;4;1;1;1;;1;2;1;1;2;2;2;1;0;98;0;0;0;481
"TQRMNOQSTHJNKQCDEKKGD00622685";3;2020;54;1;62;58500;14625;1;424;4;3;1;1;1;2;2;1;1;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;354
"TQRMNOPVTHJLKQCDEKKGD00622687";3;2020;54;1;62;97000;48500;1;574;3;1;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;449
"TQRMNOPWRHJLKQCDEKKGD00622688";3;2020;54;1;62;14600;2920;1;1131;4;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;977
"TQRMNOQYSHJLKQCDEKKGD00622689";3;2020;54;1;62;0;0;1;0;4;1;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;449
"TQRMNOPVPHJNKNCDEKKGD00622692";3;2020;54;1;62;49000;"8166,67";1;318;2;2;2;0;1;2;2;2;0;2;0;2;;1;;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;1;;2;1;;4;1;1;1;;1;1;1;3;2;2;2;1;0;3;0;0;0;382
"TQRMNOQYTHJNKNCDEKKGD00622694";3;2020;54;1;62;34000;"11333,33";1;262;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;4;1;;4;1;1;1;;1;1;1;3;2;2;2;2;0;1;0;0;0;218
"TQRMNOQYWHJNKNCDEKKGD00622695";3;2020;54;1;62;67000;"22333,33";1;249;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;2;0;3;0;0;0;233
"TQRMNOQXRHJMLNCDEKKGD00622698";3;2020;54;1;62;72000;24000;1;321;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;3;0;0;0;267
"TQRMNOTRUHJMLNCDEKKGD00622700";3;2020;54;1;62;32000;"10666,67";1;448;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;394
"TQRMNOPTVHJMLQCDEKKGD00622701";3;2020;54;1;62;62000;"20666,67";1;223;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;3;1;;4;1;1;1;;1;1;1;3;2;2;2;2;0;1;0;0;0;184
"TQRMNOPTYHJMLQCDEKKGD00622702";3;2020;54;1;62;0;0;1;0;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;1;0;2;0;0;0;191
"TQRMNOPURHJLLLCDEKKGD00622704";3;2020;54;1;62;38000;38000;1;205;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;184
"TQRMNORTYHJLLLCDEKKGD00622705";3;2020;54;1;62;45000;45000;1;197;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;184
"TQSMNOPYPHJMKTCDEKKGD00622710";3;2020;54;1;62;65000;"21666,67";1;998;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;3;0;0;0;796
"TQRMNOPYPHJMKTCDEKKGD00622711";3;2020;54;1;62;75000;15000;1;668;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;5;0;0;0;455
"TQRMNOSPWHJNKSCDEKKGD00622713";3;2020;54;1;62;46000;11500;1;346;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;2;0;1;0;0;0;324
"TQRMNOSQPHJNKSCDEKKGD00622715";3;2020;54;1;62;34000;8500;1;368;4;4;2;0;1;1;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;2;0;1;0;0;0;338
"TQRMNORSPHJLKOCDEKKGD00622719";3;2020;54;1;62;24000;24000;1;225;1;1;2;0;1;2;2;1;2;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;210
"TQRMNOPXTHJNKRCDEKKGD00622723";3;2020;54;1;62;104000;"34666,67";1;307;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;96;0;0;0;244
"TQRMNOQUPHJMLQCDEKKGD00622725";3;2020;54;1;62;119000;29750;1;200;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;2;0;4;0;0;0;139
"TQRMNOQVQHJLLOCDEKKGD00622728";3;2020;54;1;62;163000;81500;1;314;4;2;1;1;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;97;0;98;0;0;0;264
"TQRMNOSRUHJLLOCDEKKGD00622729";3;2020;54;1;62;135000;67500;1;305;4;2;1;2;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;97;0;98;0;0;0;238
"TQRMNOQYSHJOKQCDEKKGD00622732";3;2020;54;1;62;23000;23000;1;208;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;213
"TQRMNOQYVHJOKQCDEKKGD00622733";3;2020;54;1;62;28000;14000;1;142;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;135
"TQRMNOQPTHJMLSCDEKKGD00622735";3;2020;54;1;62;0;0;1;0;2;1;2;0;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;2;1;;5;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;137
"TQRMNOPTXHJLLPCDEKKGD00622738";3;2020;54;1;62;28500;28500;1;155;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;145
"TQRMNOPUWHJMLTCDEKKGD00622741";3;2020;54;1;62;0;0;1;0;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;4;1;;5;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;90
"TQRMNORTVHJOKMCDEKMHB00622742";3;2020;56;1;70;38400;3840;1;101;3;2;2;0;2;2;2;0;0;0;0;7;;2;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;10;2;8;1;;3;2;;7;2;2;1;;1;1;2;3;2;1;1;1;3;98;0;0;0;104
"TQRMNORTYHJOKMCDEKMHB00622743";3;2020;56;1;70;28800;5760;1;73;3;2;2;0;2;2;2;0;0;0;0;7;;2;;3;2;2;2;2;2;2;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;5;2;3;1;;3;2;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;77
"TQRMNOSVUHJOKMCDEKMHB00622745";3;2020;56;1;70;24293;"6073,25";1;65;2;1;1;1;2;2;2;0;0;0;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;0;4;1;;2;3;;7;2;2;1;;1;2;2;3;1;1;1;1;0;98;0;0;0;63
"TQRMNOQRQHJLKPCDEKMHB00622749";3;2020;56;1;70;27000;27000;1;105;1;1;2;0;2;2;2;0;0;0;0;4;;3;;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;1;0;1;1;;1;2;;1;2;2;1;;1;2;1;2;2;2;2;1;0;98;0;0;0;105
"TQRMNORSRHJLKPCDEKMHB00622751";3;2020;56;1;70;78000;39000;1;132;4;1;1;1;1;1;1;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;2;0;1;0;0;0;128
"TQRMNOPTXHJLKTCDEKMHB00622752";3;2020;56;1;70;31900;7975;1;188;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;;2;2;;1;2;1;1;;1;1;1;3;2;2;2;2;0;1;0;0;0;186
"TQRMNOQVSHJLKTCDEKMHB00622754";3;2020;56;1;70;27200;6800;1;118;7;5;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;7;1;;1;1;1;1;;1;1;1;2;2;2;2;6;0;4;5;0;0;109
"TQRMNOQVUHJLKTCDEKMHB00622755";3;2020;56;1;70;60000;12000;1;177;4;3;2;0;2;2;2;0;0;0;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;1;4;1;;4;1;;2;2;1;1;;1;1;1;2;2;2;2;2;6;98;0;0;0;162
"TQRMNOQVWHJLKTCDEKMHB00622757";3;2020;56;1;70;0;0;1;0;5;4;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0;6;1;;5;1;;1;1;1;1;;1;1;1;2;2;2;2;2;6;98;0;0;0;118
"TQRMNORWVHJLKTCDEKMHB00622759";3;2020;56;1;70;209850;41970;1;156;3;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;1;4;1;;3;1;;1;1;1;1;;1;1;1;3;2;2;2;3;0;4;0;0;0;146
"TQRMNOQQYHJLKPCDEKMHB00622761";3;2020;56;1;70;117000;39000;1;115;4;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;1;;4;2;;2;2;1;1;;1;1;1;3;2;2;2;2;0;98;0;0;0;114
"TQRMNOPTWHJLKTCDEKMHB00622763";3;2020;56;1;70;64479;"10746,5";1;173;4;3;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;6;1;5;1;;4;2;;1;1;1;1;;1;1;1;3;2;2;2;1;3;98;0;0;0;168
"TQRMNOPUPHJLKTCDEKMHB00622764";3;2020;56;1;70;91324;"10147,11";1;133;5;5;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;9;1;8;1;;4;2;;1;2;1;1;;1;1;1;3;2;2;2;3;2;5;0;0;0;127
"TQRMNORPYHJKKPCDEKMHB00622765";3;2020;56;1;70;110000;27500;1;91;3;2;1;1;2;2;2;0;0;0;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;80
"TQRMNORQPHJKKPCDEKMHB00622767";3;2020;56;1;70;130000;26000;1;86;4;3;2;0;2;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;0;5;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;2;4;98;0;0;0;74
"TQRMNOPWTHJOKOCDEKMHB00622768";3;2020;56;1;70;57000;11400;1;49;2;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1;;2;2;;2;2;1;1;;1;1;2;1;2;2;2;2;5;3;0;0;0;48
"TQRMNOPWUHJOKOCDEKMHB00622769";3;2020;56;1;70;19700;3940;1;76;4;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;1;;4;2;;1;2;1;1;;1;1;1;1;1;1;2;2;0;3;0;0;0;77
"TQRMNOPXXHJOKOCDEKMHB00622771";3;2020;56;1;70;104000;26000;1;52;3;3;2;0;1;2;1;2;0;2;0;8;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;2;0;3;0;0;0;52
"TQRMNOQVWHJOKOCDEKMHB00622772";3;2020;56;1;70;83050;8305;1;53;3;3;2;0;2;2;2;0;0;0;0;1;;1;;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;10;1;9;1;;3;2;;1;2;1;1;;1;1;2;1;1;1;2;3;0;2;8;10;0;53
"TQRMNOQVYHJOKOCDEKMHB00622774";3;2020;56;1;70;134500;"16812,5";1;58;3;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;0;8;1;;3;2;;1;1;1;1;;1;1;1;1;2;2;2;2;5;98;0;0;0;53
"TQRMNORTWHJOKOCDEKMHB00622775";3;2020;56;1;70;34000;"11333,33";1;81;2;2;2;0;2;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;76
"TQRMNORWSHJOKOCDEKMHB00622777";3;2020;56;1;70;21000;21000;1;67;3;1;2;0;2;2;2;0;0;0;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;64
"TQRMNOPSUHJNKNCDEKMHB00622780";3;2020;56;1;70;24000;12000;1;38;2;2;2;0;2;2;2;0;0;0;0;1;;1;;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;0;2;1;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;36
"TQRMNOQSQHJNKNCDEKMHB00622783";3;2020;56;1;70;49850;4985;1;32;3;3;2;0;2;2;1;2;0;2;0;6;;2;;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;10;4;6;1;;3;1;;2;2;1;1;;1;1;1;1;2;2;2;2;0;4;0;0;0;33
"TQRMNORRSHJNKNCDEKMHB00622784";3;2020;56;1;70;10000;5000;1;27;3;3;2;0;2;2;2;0;0;0;0;1;;2;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;0;2;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;26
"TQRMNORRUHJNKNCDEKMHB00622786";3;2020;56;1;70;56000;28000;1;26;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;25
"TQRMNOPPSHJLKMCDEKMHB00622794";3;2020;56;1;70;67200;16800;1;184;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;1;;4;1;;7;2;1;1;;1;1;1;3;2;2;2;2;0;98;0;0;0;173
"TQRMNOQPRHJLKMCDEKMHB00622796";3;2020;56;1;70;84000;16800;1;237;4;3;1;1;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;5;1;4;4;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;2;0;98;0;0;0;221
"TQRMNOQPSHJLKMCDEKMHB00622797";3;2020;56;1;70;49728;24864;1;154;2;1;2;0;1;2;1;2;0;2;0;6;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;;3;1;;7;2;1;1;;1;1;1;3;2;2;2;1;0;2;0;0;0;151
